Date,UBS - BMO Accumulated Oriented Area
2022-08-27,0.004401309396798609
2022-08-28,0.004402614670045824
2022-08-29,0.004419886986077424
2022-08-30,0.0045505882747058045
2022-08-31,0.004667305373031405
2022-09-01,0.004646918917925907
2022-09-02,0.0046285345985721225
2022-09-03,0.004629539462255583
2022-09-04,0.004630544325939047
2022-09-05,0.004631549189622507
2022-09-06,0.004689514844575425
2022-09-07,0.004650225082246972
2022-09-08,0.004562190612528395
2022-09-09,0.004458879480812642
2022-09-10,0.004459913963821952
2022-09-11,0.00446094844683126
2022-09-12,0.0044181730369403085
2022-09-13,0.004537239998324875
2022-09-14,0.00450590130232546
2022-09-15,0.004502127084392382
2022-09-16,0.004535473914832613
2022-09-17,0.004536409350388857
2022-09-18,0.004537344785945104
2022-09-19,0.004507392852745358
2022-09-20,0.004580771915586463
2022-09-21,0.004633910110261591
2022-09-22,0.004657667203766137
2022-09-23,0.004748387198112664
2022-09-24,0.004749357144197029
2022-09-25,0.00475032709028139
2022-09-26,0.004746348131975469
2022-09-27,0.004813731449803137
2022-09-28,0.004708833334421357
2022-09-29,0.004786571010452795
2022-09-30,0.004823115386492055
2022-10-01,0.004824088726421853
2022-10-02,0.0048250620663516566
2022-10-03,0.004685694209454233
2022-10-04,0.004635236310415216
2022-10-05,0.0046609305240523265
2022-10-06,0.004807808020309017
2022-10-07,0.004939369669102416
2022-10-08,0.004940184061912171
2022-10-09,0.004940998454721922
2022-10-10,0.004933727946372543
2022-10-11,0.005040957309203606
2022-10-12,0.004956136207134325
2022-10-13,0.004859090595943024
2022-10-14,0.004859558671354524
2022-10-15,0.00486052225033426
2022-10-16,0.004861485829314002
2022-10-17,0.0047287046313654124
2022-10-18,0.004713383994355612
2022-10-19,0.00480440405515107
2022-10-20,0.004833277359209682
2022-10-21,0.00470271499420157
2022-10-22,0.004703709039574843
2022-10-23,0.00470470308494812
2022-10-24,0.004730135108014183
2022-10-25,0.004748648938358118
2022-10-26,0.004672719161279185
2022-10-27,0.0046480210702678874
2022-10-28,0.004628541355000721
2022-10-29,0.0046294522501290946
2022-10-30,0.004630363145257465
2022-10-31,0.004698249964234722
2022-11-01,0.004711830330385332
2022-11-02,0.004736264666528821
2022-11-03,0.004764068172851994
2022-11-04,0.004645695050578471
2022-11-05,0.004646550480154136
2022-11-06,0.004647405909729806
2022-11-07,0.004630779885560131
2022-11-08,0.004590755491691983
2022-11-09,0.004673952587466797
2022-11-10,0.0045258573884275725
2022-11-11,0.004490949726323636
2022-11-12,0.004491631668491703
2022-11-13,0.00449231361065977
2022-11-14,0.0045132829161683196
2022-11-15,0.004506633574789633
2022-11-16,0.004525529337570575
2022-11-17,0.004536194434521112
2022-11-18,0.004528272737866357
2022-11-19,0.004528943637351399
2022-11-20,0.004529614536836442
2022-11-21,0.004566372311873733
2022-11-22,0.0045337938133308735
2022-11-23,0.004518692160090793
2022-11-24,0.004519362166502033
2022-11-25,0.004522052649471109
2022-11-26,0.00452269967450638
2022-11-27,0.004523346699541649
2022-11-28,0.0045937534546088765
2022-11-29,0.004607517948632988
2022-11-30,0.004567065533417507
2022-12-01,0.004538248403331704
2022-12-02,0.0045179656447839065
2022-12-03,0.0045186612316548596
2022-12-04,0.004519356818525815
2022-12-05,0.004571388014800032
2022-12-06,0.004653780593107711
2022-12-07,0.004662268480811268
2022-12-08,0.004707212058699317
2022-12-09,0.004714758298257867
2022-12-10,0.004715076491153088
2022-12-11,0.004715394684048307
2022-12-12,0.004735197642406729
2022-12-13,0.0048064216320513505
2022-12-14,0.004790849866019365
2022-12-15,0.004800804457837109
2022-12-16,0.004793447221282376
2022-12-17,0.004793608938814004
2022-12-18,0.004793770656345636
2022-12-19,0.004810707014187694
2022-12-20,0.004778285276315644
2022-12-21,0.004788409228158186
2022-12-22,0.004806922786699739
2022-12-23,0.004804542931072931
2022-12-24,0.004804646366758597
2022-12-25,0.004804749802444259
2022-12-26,0.004804853238129923
2022-12-27,0.004794690272936792
2022-12-28,0.004817107503144868
2022-12-29,0.004796630442977169
2022-12-30,0.004801928289716653
2022-12-31,0.004802038963101282
2023-01-01,0.004802149636485912
2023-01-02,0.004802260309870539
2023-01-03,0.004815039808297196
2023-01-04,0.00480870581684786
2023-01-05,0.004817257982119246
2023-01-06,0.00479176745442406
2023-01-07,0.0047918855656129905
2023-01-08,0.00479200367680192
2023-01-09,0.0047921750129005835
2023-01-10,0.004809013257499375
2023-01-11,0.004803463018719433
2023-01-12,0.00479605000690709
2023-01-13,0.004792006482294804
2023-01-14,0.004792104656908249
2023-01-15,0.004792202831521697
2023-01-16,0.004792301006135143
2023-01-17,0.004797112119826252
2023-01-18,0.004810408784135079
2023-01-19,0.0047989518862292645
2023-01-20,0.004790941834160446
2023-01-21,0.004791013468835663
2023-01-22,0.004791085103510879
2023-01-23,0.0047862148662397
2023-01-24,0.004785875320309657
2023-01-25,0.004787692416960275
2023-01-26,0.004779496401109424
2023-01-27,0.004785211182292625
2023-01-28,0.0047853080979739495
2023-01-29,0.004785405013655275
2023-01-30,0.00479241071114183
2023-01-31,0.004782668025064391
2023-02-01,0.004785437901740097
2023-02-02,0.004787500832020987
2023-02-03,0.004785782479008555
2023-02-04,0.004785850852953642
2023-02-05,0.0047859192268987286
2023-02-06,0.004781531978312014
2023-02-07,0.004775385177485171
2023-02-08,0.004777640398037239
2023-02-09,0.004782687199336918
2023-02-10,0.004778221520122802
2023-02-11,0.004778356231289982
2023-02-12,0.0047784909424571625
2023-02-13,0.004780793614863435
2023-02-14,0.004783709754691597
2023-02-15,0.004785650431761235
2023-02-16,0.004785574889813714
2023-02-17,0.004786171726695166
2023-02-18,0.004786176237497571
2023-02-19,0.004786180748299974
2023-02-20,0.004786185259102378
2023-02-21,0.004796026711119512
2023-02-22,0.004793616023429488
2023-02-23,0.004805588284689775
2023-02-24,0.004795391593744741
2023-02-25,0.004795270500675826
2023-02-26,0.004795149407606912
2023-02-27,0.004808725876943084
2023-02-28,0.00482299756689617
2023-03-01,0.004804528826759158
2023-03-02,0.004807796210652205
2023-03-03,0.004831464647927544
2023-03-04,0.004831199459151889
2023-03-05,0.004830934270376233
2023-03-06,0.004833543341040438
2023-03-07,0.004818458193147984
2023-03-08,0.004813462977373985
2023-03-09,0.004794817363194589
2023-03-10,0.0047752098970285616
2023-03-11,0.004774819905929874
2023-03-12,0.0047744299148311875
2023-03-13,0.004683780614760132
2023-03-14,0.004735423396627951
2023-03-15,0.004634217994293494
2023-03-16,0.004670129654228859
2023-03-17,0.00458281717966693
2023-03-18,0.004582696562048024
2023-03-19,0.004582575944429122
2023-03-20,0.004651542909742036
2023-03-21,0.0049280441944657685
2023-03-22,0.004861999001280823
2023-03-23,0.004717060412931039
2023-03-24,0.004683951242507345
2023-03-25,0.004683608526713411
2023-03-26,0.0046832658109194755
2023-03-27,0.004705763717367667
2023-03-28,0.004675311421078516
2023-03-29,0.004740826557338266
2023-03-30,0.004777175703652675
2023-03-31,0.004854325853956087
2023-04-01,0.004853789678656873
2023-04-02,0.004853253503357659
2023-04-03,0.004766329156334892
2023-04-04,0.004817434299630355
2023-04-05,0.004802791394303805
2023-04-06,0.004801465633227789
2023-04-07,0.004801013951260881
2023-04-08,0.004800562269293975
2023-04-09,0.004800110587327066
2023-04-10,0.004781714418235998
2023-04-11,0.004862906894774365
2023-04-12,0.004831088237487002
2023-04-13,0.004853962162321235
2023-04-14,0.00487859402292505
2023-04-15,0.004878062221086859
2023-04-16,0.004877530419248669
2023-04-17,0.0047921374532136915
2023-04-18,0.004778842023503399
2023-04-19,0.004764679147798124
2023-04-20,0.004725132879305769
2023-04-21,0.004733630404021586
2023-04-22,0.004733435178629899
2023-04-23,0.004733239953238211
2023-04-24,0.004762890539336139
2023-04-25,0.004717915910091288
2023-04-26,0.004745708600884322
2023-04-27,0.004774175300514314
2023-04-28,0.004753254183591584
2023-04-29,0.00475300242872677
2023-04-30,0.004752750673861958
2023-05-01,0.004737595942476077
2023-05-02,0.004798028795298921
2023-05-03,0.004722655540293924
2023-05-04,0.004737442289095013
2023-05-05,0.004738592473308984
2023-05-06,0.004738312784568958
2023-05-07,0.00473803309582893
2023-05-08,0.004722732310377016
2023-05-09,0.004724476527207746
2023-05-10,0.004691590763777528
2023-05-11,0.004681953748295569
2023-05-12,0.00466946561683206
2023-05-13,0.004669292305235851
2023-05-14,0.0046691189936396435
2023-05-15,0.004655801810018824
2023-05-16,0.004662851846109786
2023-05-17,0.004679409410259867
2023-05-18,0.004718020016782929
2023-05-19,0.004796943316528327
2023-05-20,0.004796547900536519
2023-05-21,0.0047961524845447105
2023-05-22,0.004801133149138471
2023-05-23,0.004776725085747225
2023-05-24,0.004863127504270096
2023-05-25,0.0048518094954304435
2023-05-26,0.004850479842777294
2023-05-27,0.004849936820933915
2023-05-28,0.004849393799090536
2023-05-29,0.004848850777247156
2023-05-30,0.004798138938625648
2023-05-31,0.004716510391009301
2023-06-01,0.004785275575979397
2023-06-02,0.004779750290366967
2023-06-03,0.0047793498678670235
2023-06-04,0.004778949445367077
2023-06-05,0.0048121418374747725
2023-06-06,0.004801874393011978
2023-06-07,0.004793868157476311
2023-06-08,0.004794962097649231
2023-06-09,0.004802553972536902
2023-06-10,0.004802125879319914
2023-06-11,0.004801697786102929
2023-06-12,0.004817081688921965
2023-06-13,0.004770578389630542
2023-06-14,0.004800499350987588
2023-06-15,0.004766626249643698
2023-06-16,0.004753219979671136
2023-06-17,0.004752936774985242
2023-06-18,0.004752653570299345
2023-06-19,0.004752370365613451
2023-06-20,0.004739218325871789
2023-06-21,0.004732516799238366
2023-06-22,0.004714895800537495
2023-06-23,0.004740516115414489
2023-06-24,0.004740210985144184
2023-06-25,0.004739905854873882
2023-06-26,0.004664452025474578
2023-06-27,0.004676574545838396
2023-06-28,0.0047001949288465366
2023-06-29,0.004709266457051929
2023-06-30,0.004721364064743094
2023-07-01,0.004721115576061762
2023-07-02,0.004720867087380429
2023-07-03,0.00471991804399448
2023-07-04,0.004719685539362671
2023-07-05,0.004667587197030044
2023-07-06,0.004662659292346204
2023-07-07,0.004695128433018962
2023-07-08,0.004694929338848973
2023-07-09,0.0046947302446789865
2023-07-10,0.004694531150508998
