Date,MS - HDB Accumulated Oriented Area
2019-05-09,-6.715843063487089e-05
2019-05-10,-5.73478580876311e-05
2019-05-11,-5.6773228818909214e-05
2019-05-12,-5.6198599550187864e-05
2019-05-13,-1.1986306502748278e-05
2019-05-14,-7.196353942708669e-06
2019-05-15,-4.602633226727256e-06
2019-05-16,-1.1434550318666248e-05
2019-05-17,-1.0618508152611046e-06
2019-05-18,-4.083674048103582e-07
2019-05-19,2.451160056403814e-07
2019-05-20,1.816938201553987e-07
2019-05-21,-1.8543082603838187e-05
2019-05-22,1.525673995014537e-05
2019-05-23,4.859095536084533e-05
2019-05-24,3.271534797644684e-05
2019-05-25,3.372454651366427e-05
2019-05-26,3.473374505088196e-05
2019-05-27,3.5742943588100095e-05
2019-05-28,6.291733608270798e-05
2019-05-29,6.625040729634185e-05
2019-05-30,7.845595449672249e-05
2019-05-31,0.0001250954667023151
2019-06-01,0.00012627237590569668
2019-06-02,0.0001274492851090782
2019-06-03,0.0001130649397388759
2019-06-04,2.7395757754044554e-05
2019-06-05,2.811933988839896e-05
2019-06-06,1.251649281535279e-05
2019-06-07,1.5764056583235845e-05
2019-06-08,1.7099596956818518e-05
2019-06-09,1.8435137330400282e-05
2019-06-10,-8.295866670978684e-06
2019-06-11,-2.8669171900153847e-05
2019-06-12,2.9188774937328783e-05
2019-06-13,1.804681941072926e-05
2019-06-14,2.2500905734257497e-05
2019-06-15,2.3808672348507442e-05
2019-06-16,2.51164389627569e-05
2019-06-17,4.570380168860071e-05
2019-06-18,1.0897710934325997e-05
2019-06-19,2.132054601595615e-05
2019-06-20,1.9395384259449387e-06
2019-06-21,2.62858432602824e-06
2019-06-22,3.829919848500646e-06
2019-06-23,5.031255370972747e-06
2019-06-24,2.6641105226964936e-05
2019-06-25,4.649451463252923e-05
2019-06-26,3.165934504609507e-05
2019-06-27,6.462759679492747e-06
2019-06-28,-1.0873279296769546e-05
2019-06-29,-9.514952787438137e-06
2019-06-30,-8.156626278106728e-06
2019-07-01,-1.586682004916832e-05
2019-07-02,-9.098426259591656e-06
2019-07-03,-1.5897676249436047e-05
2019-07-04,-1.448214454328045e-05
2019-07-05,-2.0866826920593584e-05
2019-07-06,-1.9536389268894785e-05
2019-07-07,-1.820595161719575e-05
2019-07-08,2.512067087675428e-05
2019-07-09,2.05449593409586e-05
2019-07-10,3.242415103463764e-05
2019-07-11,-8.317950156047329e-06
2019-07-12,-3.266881510230434e-05
2019-07-13,-3.156113403359166e-05
2019-07-14,-3.04534529648791e-05
2019-07-15,-1.178573718480892e-05
2019-07-16,-9.267576567566536e-06
2019-07-17,1.609252921564992e-05
2019-07-18,-1.3247199324401823e-05
2019-07-19,-2.1379862747186097e-06
