Date,IBKR - HDB Accumulated Oriented Area
2021-03-06,-0.00047756184072260887
2021-03-07,-0.0004761130466669055
2021-03-08,-0.0005350510617804667
2021-03-09,-0.0006863339472312187
2021-03-10,-0.000659723986470742
2021-03-11,-0.0006681236831195092
2021-03-12,-0.0007411225329160833
2021-03-13,-0.0007398725839894945
2021-03-14,-0.0007386226350629072
2021-03-15,-0.0007218343789426451
2021-03-16,-0.0005693263599474401
2021-03-17,-0.000665929906817685
2021-03-18,-0.0007362718814906627
2021-03-19,-0.0007579676132188651
2021-03-20,-0.0007568871012790266
2021-03-21,-0.0007558065893391863
2021-03-22,-0.0007193091493937594
2021-03-23,-0.0006020286723761414
2021-03-24,-0.0005276810275261244
2021-03-25,-0.00047780503273340776
2021-03-26,-0.00041529880854100166
2021-03-27,-0.00041395131069466864
2021-03-28,-0.0004126038128483326
2021-03-29,-0.0003891731334729944
2021-03-30,-0.00035856624305457467
2021-03-31,-0.00042654650249816946
2021-04-01,-0.00046003428282392195
2021-04-02,-0.00045881372924652685
2021-04-03,-0.00045759317566913165
2021-04-04,-0.0004563726220917319
2021-04-05,-0.0005551559321904946
2021-04-06,-0.0005411340795306645
2021-04-07,-0.0005156908157695673
2021-04-08,-0.0005003834987510827
2021-04-09,-0.0005436632461295617
2021-04-10,-0.0005427221189634076
2021-04-11,-0.0005417809917972504
2021-04-12,-0.0005869680774545301
2021-04-13,-0.0005614128721006355
2021-04-14,-0.0006060443057569436
2021-04-15,-0.0006398093925641277
2021-04-16,-0.0006293638773226004
2021-04-17,-0.0006286155175379019
2021-04-18,-0.0006278671577532045
2021-04-19,-0.0007243097140088904
2021-04-20,-0.0006297277523772085
2021-04-21,-0.0006054228951766496
2021-04-22,-0.0005199623434839154
2021-04-23,-0.0005975482080616656
2021-04-24,-0.0005968642226857342
2021-04-25,-0.0005961802373098023
2021-04-26,-0.0005490738847859876
2021-04-27,-0.0005440928917796728
2021-04-28,-0.000511965012503763
2021-04-29,-0.0005762301554791795
2021-04-30,-0.0005245040637829368
2021-05-01,-0.000523704976097582
2021-05-02,-0.0005229058884122274
2021-05-03,-0.0004847168510127882
2021-05-04,-0.0004829698757380297
2021-05-05,-0.00046971298760458704
2021-05-06,-0.00045574710436804096
2021-05-07,-0.0004561875166584743
2021-05-08,-0.0004552503469519495
2021-05-09,-0.00045431317724542474
2021-05-10,-0.0003807542625374092
2021-05-11,-0.0003505451584942254
2021-05-12,-0.00029612521752725907
2021-05-13,-0.0003607170229783245
2021-05-14,-0.0004228471414813781
2021-05-15,-0.00042198131750810074
2021-05-16,-0.0004211154935348235
2021-05-17,-0.00041428452675163537
2021-05-18,-0.00037251922559704644
2021-05-19,-0.0003289352918977765
2021-05-20,-0.0003357942700225274
2021-05-21,-0.0003884558227341677
2021-05-22,-0.00038710585148306093
2021-05-23,-0.0003857558802319533
2021-05-24,-0.0003592627895807626
2021-05-25,-0.0003306959109757305
2021-05-26,-0.0003565111093713281
2021-05-27,-0.00035533721571364416
2021-05-28,-0.0003834088349523526
2021-05-29,-0.0003820565553498608
2021-05-30,-0.00038070427574736986
2021-05-31,-0.0003793519961448747
2021-06-01,-0.0003970826640698153
2021-06-02,-0.0003665129246840544
2021-06-03,-0.00048712965273093396
2021-06-04,-0.00042962822022130055
2021-06-05,-0.00042828902536789235
2021-06-06,-0.00042694983051448415
2021-06-07,-0.00035069590843271885
2021-06-08,-0.000353068016698845
2021-06-09,-0.00025754346999847444
2021-06-10,-0.00027358392287570336
2021-06-11,-0.0002715270683165936
2021-06-12,-0.00027005466405426604
2021-06-13,-0.0002685822597919339
2021-06-14,-0.0001988027004378621
2021-06-15,-0.00022431931797605906
2021-06-16,-0.00021853211914541816
2021-06-17,-0.00018487807643424747
2021-06-18,-9.302779410473062e-05
2021-06-19,-9.167110711989107e-05
2021-06-20,-9.031442013505563e-05
2021-06-21,-0.00015073984424364742
2021-06-22,-0.00014307851937379445
2021-06-23,-0.00018163140013112097
2021-06-24,-0.00021121889519824127
2021-06-25,-0.000265760122647486
2021-06-26,-0.0002644903905571739
2021-06-27,-0.000263220658466865
2021-06-28,-0.00019045256204083556
2021-06-29,-0.00022179718769640977
2021-06-30,-0.0001856717272419304
2021-07-01,-0.00019073760491511655
2021-07-02,-0.00017617108899806036
2021-07-03,-0.00017497901272433788
2021-07-04,-0.0001737869364506169
2021-07-05,-0.00017259486017689595
2021-07-06,-0.00014726303779423033
2021-07-07,-0.0001351893348957541
2021-07-08,-6.470035123388139e-05
2021-07-09,-0.00015761610214194547
2021-07-10,-0.0001563901854705395
2021-07-11,-0.0001551642687991346
2021-07-12,-0.0001320462875947614
2021-07-13,-0.00010131958986571757
2021-07-14,-9.496141113388167e-05
2021-07-15,-0.00011944021506561848
2021-07-16,-6.122708920558353e-05
2021-07-17,-5.984885323076462e-05
2021-07-18,-5.847061725594376e-05
2021-07-19,0.00014184059844984725
2021-07-20,0.00011190219808165773
2021-07-21,7.456429850102734e-05
2021-07-22,0.00016550797236676053
2021-07-23,0.000173525328533294
2021-07-24,0.00017466488070112438
2021-07-25,0.0001758044328689528
2021-07-26,0.0001650871317058055
2021-07-27,0.00019599820843200838
2021-07-28,0.0001333403917053869
2021-07-29,7.797288005401116e-05
2021-07-30,0.00011854739594585259
2021-07-31,0.00011969764490202045
2021-08-01,0.00012084789385818852
2021-08-02,7.791714383652455e-05
2021-08-03,9.833530553139441e-05
2021-08-04,2.714915948177801e-05
2021-08-05,-5.724257659329339e-06
2021-08-06,-6.130046949816346e-05
2021-08-07,-5.998284356865014e-05
2021-08-08,-5.8665217639135075e-05
2021-08-09,-0.00010425988720136532
2021-08-10,-0.00010641604192983397
2021-08-11,-0.00010310354373288468
2021-08-12,-8.06105495828283e-05
2021-08-13,-0.00010526745403814761
2021-08-14,-0.00010376962473940092
2021-08-15,-0.00010227179544065575
2021-08-16,-2.5278242576709693e-05
2021-08-17,-1.693983642098401e-05
2021-08-18,3.567806130751953e-05
2021-08-19,6.662951987026285e-05
2021-08-20,-3.8273249058471456e-05
2021-08-21,-3.6720344879145926e-05
2021-08-22,-3.516744069981758e-05
2021-08-23,-7.525290493296433e-05
2021-08-24,-0.00012820353442273926
2021-08-25,-0.00020411518292918
2021-08-26,-0.00015463768592211815
2021-08-27,-0.0002556870670313981
2021-08-28,-0.0002541773033888507
2021-08-29,-0.00025266753974629804
2021-08-30,-0.00020870107721525518
2021-08-31,-0.0002232413429537534
2021-09-01,-0.00027592653091004695
2021-09-02,-0.00021821238866216123
2021-09-03,-0.00017048998258409917
2021-09-04,-0.00016903510197993198
2021-09-05,-0.00016758022137576328
2021-09-06,-0.0001661253407715961
2021-09-07,-0.00018313657556814954
2021-09-08,-8.284381202554487e-05
2021-09-09,-6.13448607457072e-05
2021-09-10,-2.947538875614766e-05
2021-09-11,-2.8035407071984883e-05
2021-09-12,-2.659542538782059e-05
2021-09-13,1.5169122413448291e-05
2021-09-14,9.422869791603705e-05
2021-09-15,9.838751345536603e-05
2021-09-16,6.50802445252036e-05
2021-09-17,8.807016060466324e-05
2021-09-18,8.947541384348758e-05
2021-09-19,9.088066708230974e-05
2021-09-20,0.00023487773375492713
2021-09-21,0.0002616069626647046
2021-09-22,0.00021641930883272592
2021-09-23,8.067049082920879e-05
2021-09-24,6.759026625326246e-05
2021-09-25,6.89157359473763e-05
2021-09-26,7.024120564149013e-05
2021-09-27,-8.780222311170847e-05
2021-09-28,-6.7263073731159764e-06
2021-09-29,-1.8656963036530437e-05
2021-09-30,9.318918143158398e-05
2021-10-01,-2.2258625171184395e-05
2021-10-02,-2.0993426900532903e-05
2021-10-03,-1.9728228629879892e-05
2021-10-04,3.7977520925712525e-05
2021-10-05,-0.00010932309911582398
2021-10-06,-0.00019013869512817254
2021-10-07,-0.0002520179361163706
2021-10-08,-0.0002844177838730749
2021-10-09,-0.0002834590383592945
2021-10-10,-0.00028250029284551475
2021-10-11,-0.0002901618685997524
2021-10-12,-0.0002904512488384784
2021-10-13,-0.00026301335517453484
2021-10-14,-0.0002677374294766991
2021-10-15,-0.0002787804085560598
2021-10-16,-0.00027760355947870573
2021-10-17,-0.0002764267104013521
2021-10-18,-0.00030422631007763793
2021-10-19,-0.0004160288735371014
2021-10-20,-0.0004777242141317138
2021-10-21,-0.00043278169537152764
2021-10-22,-0.0004500151393859144
2021-10-23,-0.0004488320330279063
2021-10-24,-0.0004476489266698982
2021-10-25,-0.00041972594605975454
2021-10-26,-0.0003608994953120826
2021-10-27,-0.0003129877495944675
2021-10-28,-0.00025533935381234123
2021-10-29,-0.00023788738097300683
2021-10-30,-0.00023695565644221337
2021-10-31,-0.00023602393191142035
2021-11-01,-0.00036585314859366
2021-11-02,-0.00035928021250664966
2021-11-03,-0.000400747117157746
2021-11-04,-0.00037011048449696045
2021-11-05,-0.00034597165980344575
2021-11-06,-0.0003451940409970319
2021-11-07,-0.00034441642219061575
2021-11-08,-0.00034119468830227527
2021-11-09,-0.000318613622813354
2021-11-10,-0.0003225528744321293
2021-11-11,-0.0003197977281085201
2021-11-12,-0.00032793738643011495
2021-11-13,-0.00032709747876021077
2021-11-14,-0.00032625757109030465
2021-11-15,-0.00034213537171626
2021-11-16,-0.00034902784929182905
2021-11-17,-0.0003366909320503442
2021-11-18,-0.00036155125886583295
2021-11-19,-0.00035782233413771537
2021-11-20,-0.00035700238976689295
2021-11-21,-0.0003561824453960726
2021-11-22,-0.00039894244020629676
2021-11-23,-0.0004084044647388365
2021-11-24,-0.0004259157569385006
2021-11-25,-0.0004253575042486138
2021-11-26,-0.0003637264724642103
2021-11-27,-0.00036325574174510353
2021-11-28,-0.00036278501102599773
2021-11-29,-0.00038133556524150714
2021-11-30,-0.00035204186491275306
2021-12-01,-0.00037191461981897836
2021-12-02,-0.00039637870631255376
2021-12-03,-0.0003693048976730314
2021-12-04,-0.0003688963281020469
2021-12-05,-0.00036848775853106296
2021-12-06,-0.0003766116552778369
2021-12-07,-0.0003948392238951222
2021-12-08,-0.0004007866274571921
2021-12-09,-0.00039401674595425135
2021-12-10,-0.0003922329114715513
2021-12-11,-0.00039193272699304714
2021-12-12,-0.0003916325425145429
2021-12-13,-0.00037839086642321804
2021-12-14,-0.00038671157714444083
2021-12-15,-0.0003925884762039448
2021-12-16,-0.0004090029232327445
2021-12-17,-0.00040613065648508395
2021-12-18,-0.0004060044411986226
2021-12-19,-0.00040587822591216173
2021-12-20,-0.000397649845327029
2021-12-21,-0.0004054695446847551
2021-12-22,-0.00041169186556554865
2021-12-23,-0.00042185258287712093
2021-12-24,-0.00042182017989684465
2021-12-25,-0.0004217877769165688
2021-12-26,-0.0004217553739362923
2021-12-27,-0.00041997603603262563
2021-12-28,-0.00041917567756026715
2021-12-29,-0.00041931878292760243
2021-12-30,-0.0004012083697493118
2021-12-31,-0.00039057211345622635
2022-01-01,-0.00039038557410288896
2022-01-02,-0.00039019903474955256
2022-01-03,-0.0003645150619887888
2022-01-04,-0.00037131052258068036
2022-01-05,-0.000326189432852276
2022-01-06,-0.00034033320141594854
2022-01-07,-0.00033199193882988516
2022-01-08,-0.0003313468354726992
2022-01-09,-0.00033070173211551316
2022-01-10,-0.0002944556425906236
2022-01-11,-0.0003358821757947166
2022-01-12,-0.00033340954854174654
2022-01-13,-0.0002859759903925292
2022-01-14,-0.00026403577068078213
2022-01-15,-0.0002632385024388861
2022-01-16,-0.00026244123419698817
2022-01-17,-0.0002616439659550928
2022-01-18,-0.00016995053321438832
2022-01-19,-0.0001654845419364235
2022-01-20,-0.0001597746377285179
2022-01-21,-7.633668938509001e-05
2022-01-22,-7.55599876912504e-05
2022-01-23,-7.478328599740797e-05
2022-01-24,-9.931091055151399e-06
2022-01-25,3.919016287019122e-05
2022-01-26,8.125640644261029e-05
2022-01-27,0.00014127747883705874
2022-01-28,0.00010420945276150154
2022-01-29,0.00010485194187995228
2022-01-30,0.0001054944309984015
2022-01-31,-3.2649897821643466e-05
2022-02-01,-7.94134750550428e-05
2022-02-02,-0.00011620566176413338
2022-02-03,-7.805473180362891e-05
2022-02-04,-0.0001412985745357536
2022-02-05,-0.00014064355000650928
2022-02-06,-0.00013998852547726648
2022-02-07,-0.00011854672476858952
2022-02-08,-0.0001318712281961217
2022-02-09,-0.00016525637362305406
2022-02-10,-0.00014901764697120923
2022-02-11,-0.0001178194939316262
2022-02-12,-0.00011733351190809454
2022-02-13,-0.00011684752988456223
2022-02-14,-9.486460458929232e-05
2022-02-15,-0.00015256910604570018
2022-02-16,-0.00016132136165978705
2022-02-17,-8.486605570920099e-05
2022-02-18,-8.950712286331214e-05
2022-02-19,-8.889953776146657e-05
2022-02-20,-8.82919526596223e-05
2022-02-21,-8.768436755777652e-05
2022-02-22,-6.253349319863908e-05
2022-02-23,1.8307284924037447e-05
2022-02-24,5.1521111895332095e-05
2022-02-25,-2.4127593814202977e-05
2022-02-26,-2.349792466004464e-05
2022-02-27,-2.2868255505885003e-05
2022-02-28,0.00013921099654969657
2022-03-01,0.00021199660898421038
2022-03-02,0.00017531181232245912
2022-03-03,0.00025169229250834976
2022-03-04,0.00036351404241113743
2022-03-05,0.00036376982917920913
2022-03-06,0.00036402561594727737
2022-03-07,0.0005386097972403777
2022-03-08,0.0005326978467661628
2022-03-09,0.0003301353461619154
2022-03-10,0.00043502849103473507
2022-03-11,0.00045372993465290167
2022-03-12,0.0004538687742702011
2022-03-13,0.0004540076138875006
2022-03-14,0.0003284052374277178
2022-03-15,0.0002729853510666416
2022-03-16,0.00021702330618311185
2022-03-17,0.00020606510815294565
2022-03-18,0.0001633980149462022
2022-03-19,0.00016381664109444208
2022-03-20,0.00016423526724268392
2022-03-21,0.00020669799077534744
2022-03-22,0.00018409903175987496
2022-03-23,0.00025669585506254305
2022-03-24,0.0002428899725393245
2022-03-25,0.0002622404137848657
2022-03-26,0.00026247874624014977
2022-03-27,0.000262717078695431
2022-03-28,0.0002681202034123119
2022-03-29,0.0002166523967668838
2022-03-30,0.00023626709395182946
2022-03-31,0.00022764275339173996
2022-04-01,0.00016491522773139414
2022-04-02,0.0001653348846575003
2022-04-03,0.00016575454158360712
2022-04-04,-9.527424404908412e-06
2022-04-05,0.00011294110754470912
2022-04-06,0.0002029651055536904
2022-04-07,0.00021569594364803072
2022-04-08,0.00019223859292272498
2022-04-09,0.00019273952762222514
2022-04-10,0.00019324046232172746
2022-04-11,0.0002448909626702432
2022-04-12,0.0003202807587847664
2022-04-13,0.0003535200528809333
2022-04-14,0.00039048941285809097
2022-04-15,0.00039064098138556205
2022-04-16,0.00039079254991303465
2022-04-17,0.0003909441184405053
2022-04-18,0.0006038406701748267
2022-04-19,0.0006343891349366577
2022-04-20,0.0005986546768136559
2022-04-21,0.0005509620889692749
2022-04-22,0.0004918386711100744
2022-04-23,0.0004918203529482405
2022-04-24,0.0004918020347864113
2022-04-25,0.00046044664417891354
2022-04-26,0.00047074717701169576
2022-04-27,0.0004303425021405954
2022-04-28,0.00043659586875668206
2022-04-29,0.00044684108506375185
2022-04-30,0.00044688784339382633
2022-05-01,0.000446934601723897
2022-05-02,0.0004330886692224025
2022-05-03,0.00037132016331395477
2022-05-04,0.0004544186326139501
2022-05-05,0.0005199574014698094
2022-05-06,0.0005401006825608904
2022-05-07,0.0005400446563828714
2022-05-08,0.0005399886302048522
2022-05-09,0.0005635058528699285
2022-05-10,0.00030700252469004175
2022-05-11,0.00033287520202839385
2022-05-12,0.0003702724562930311
2022-05-13,0.00041312748130684085
2022-05-14,0.0004131639847480838
2022-05-15,0.0004132004881893319
2022-05-16,0.0003969506992499152
2022-05-17,0.00031405794656416187
2022-05-18,0.0003900970068507417
2022-05-19,0.00046133396851702566
2022-05-20,0.00041684368823369916
2022-05-21,0.0004168817822771745
2022-05-22,0.0004169198763206448
2022-05-23,0.0004703457856427385
2022-05-24,0.00037333960065843606
2022-05-25,0.00021311869838546989
2022-05-26,0.0002248138029252232
2022-05-27,0.00011111616147366416
2022-05-28,0.00011141822989686571
2022-05-29,0.00011172029832006727
2022-05-30,0.00011202236674326535
2022-05-31,0.00021094804847580939
2022-06-01,0.00012951967802553484
2022-06-02,0.00010697474701774619
2022-06-03,0.00012935214931387475
2022-06-04,0.00012964487997652345
2022-06-05,0.00012993761063917627
2022-06-06,0.00014199358512248495
2022-06-07,0.00013266145182620217
2022-06-08,8.42795299842655e-05
2022-06-09,0.0001195367416816067
2022-06-10,0.00031512974270802153
2022-06-11,0.0003153125338255801
2022-06-12,0.00031549532494313214
2022-06-13,0.000508762742762359
2022-06-14,0.0005601599235156632
2022-06-15,0.0005897492382183065
2022-06-16,0.0006758269640289554
2022-06-17,0.00048641700106473635
2022-06-18,0.0004864545838303856
2022-06-19,0.00048649216659603703
2022-06-20,0.0004865297493616863
2022-06-21,0.0003188788546689479
2022-06-22,0.00032459579662245616
2022-06-23,0.00022962693541089623
2022-06-24,0.00016366337260216297
2022-06-25,0.00016398163391532746
2022-06-26,0.00016429989522848847
2022-06-27,0.0002419345263892608
2022-06-28,0.0003710214634488644
2022-06-29,0.00031782098984882846
2022-06-30,0.0003065677292527669
2022-07-01,0.00027975892118174846
2022-07-02,0.00027998038421380247
2022-07-03,0.00028020184724585843
2022-07-04,0.00028042331027790897
2022-07-05,0.00028263913160512014
2022-07-06,0.00012647938411640565
2022-07-07,-6.401176113906204e-05
2022-07-08,-9.880327909666327e-05
2022-07-09,-9.82424993577753e-05
2022-07-10,-9.768171961888257e-05
2022-07-11,-8.831099144735203e-05
2022-07-12,-2.287897001916053e-05
2022-07-13,0.0001278284795906122
2022-07-14,0.00012664414304776697
2022-07-15,6.194629108764488e-05
2022-07-16,6.242174833101521e-05
2022-07-17,6.289720557437991e-05
2022-07-18,0.00023855559808774979
2022-07-19,0.00022033007146783157
2022-07-20,0.00016626735800114836
2022-07-21,0.00010970124729159478
2022-07-22,7.054241574575124e-05
2022-07-23,7.100170385287356e-05
2022-07-24,7.14609919599961e-05
2022-07-25,3.522345850802107e-05
2022-07-26,6.824104730225947e-05
2022-07-27,-2.972024251365413e-05
2022-07-28,-0.00019865501537109746
2022-07-29,-0.0002529600856409032
2022-07-30,-0.0002522552763233343
2022-07-31,-0.0002515504670057608
2022-08-01,-0.00027887128980048437
2022-08-02,-0.00018806105319732957
2022-08-03,-0.0002619032091913801
2022-08-04,-0.00020842698265650093
2022-08-05,-0.00023226693430551454
2022-08-06,-0.00023166512937165535
2022-08-07,-0.00023106332443779986
2022-08-08,-0.0002485057181564206
2022-08-09,-0.00024835528288511466
2022-08-10,-0.000395208502111818
2022-08-11,-0.00038626368850092963
2022-08-12,-0.0004611292475056332
2022-08-13,-0.00046041077400718047
2022-08-14,-0.00045969230050872537
2022-08-15,-0.00044089862877109867
2022-08-16,-0.00040057856514208586
2022-08-17,-0.00038039356270781364
2022-08-18,-0.0003759950505756158
2022-08-19,-0.00027980314611722847
2022-08-20,-0.0002792295671840291
2022-08-21,-0.00027865598825083343
2022-08-22,-0.00021967879032037474
2022-08-23,-0.00022648063159050693
2022-08-24,-0.00026610032239994487
2022-08-25,-0.00025595163623161267
2022-08-26,-0.00015456509539152623
2022-08-27,-0.00015411209559325432
2022-08-28,-0.00015365909579498306
2022-08-29,-0.00013727517136689058
2022-08-30,-0.0001876093976666206
2022-08-31,-0.0001577807219662181
2022-09-01,-0.0001945702899759413
2022-09-02,-0.00021579993124273898
2022-09-03,-0.00021527743268578113
2022-09-04,-0.00021475493412881916
2022-09-05,-0.0002142324355718572
2022-09-06,-0.00019165254721275693
2022-09-07,-0.0002563907799777172
2022-09-08,-0.0003112660704347604
2022-09-09,-0.000316723372580459
2022-09-10,-0.00031626520278318286
2022-09-11,-0.00031580703298590847
2022-09-12,-0.0003517701054248448
2022-09-13,-0.0003441316101826192
2022-09-14,-0.00045776523348541585
2022-09-15,-0.0004192147826210075
2022-09-16,-0.0003196710371413743
2022-09-17,-0.00031913192753279694
2022-09-18,-0.00031859281792422003
2022-09-19,-0.0003744619899711903
2022-09-20,-0.00033465126086344656
2022-09-21,-0.0002582839124936659
2022-09-22,-0.00011925320204358731
2022-09-23,-1.057162872675297e-05
2022-09-24,-1.0392640656799656e-05
2022-09-25,-1.0213652586842873e-05
2022-09-26,7.968405526201502e-06
2022-09-27,0.00010012395032588063
2022-09-28,0.00010034151110109384
2022-09-29,0.00012852127384078722
2022-09-30,1.239630109024759e-05
2022-10-01,1.2556138143364091e-05
2022-10-02,1.2715975196477122e-05
2022-10-03,1.4445084823281728e-05
2022-10-04,-4.742760236296512e-05
2022-10-05,-1.0122930078345933e-05
2022-10-06,4.543998336314892e-05
2022-10-07,0.00012212732507983098
2022-10-08,0.00012200837127112284
2022-10-09,0.00012188941746241752
2022-10-10,0.00010892416396369965
2022-10-11,0.00013055909909042633
2022-10-12,0.00012679961807221573
2022-10-13,0.00013736747963627644
2022-10-14,7.257315271218755e-05
2022-10-15,7.253986071877245e-05
2022-10-16,7.250656872535388e-05
2022-10-17,-2.1082160821910435e-05
2022-10-18,-1.7179396957632976e-06
2022-10-19,8.359980256361773e-05
2022-10-20,9.811835277787084e-05
2022-10-21,8.212863815614674e-05
2022-10-22,8.201445896920318e-05
2022-10-23,8.190027978225963e-05
2022-10-24,6.876854873618028e-05
2022-10-25,8.346335110081052e-05
2022-10-26,7.178253262412086e-05
2022-10-27,9.899064082680826e-05
2022-10-28,9.202902965756892e-05
2022-10-29,9.191804597181931e-05
2022-10-30,9.180706228607035e-05
2022-10-31,8.18011786574912e-05
2022-11-01,7.276580515901848e-05
2022-11-02,9.240079515007824e-05
2022-11-03,9.092720626066738e-05
2022-11-04,6.972880996693773e-05
2022-11-05,6.976219857624303e-05
2022-11-06,6.979558718554746e-05
2022-11-07,5.4849178985351106e-05
2022-11-08,4.704820308175459e-05
2022-11-09,5.8479817478011235e-05
2022-11-10,1.6099066355958376e-05
2022-11-11,2.136122305388473e-05
2022-11-12,2.1967813252680816e-05
2022-11-13,2.2574403451477553e-05
2022-11-14,2.459236509469399e-05
2022-11-15,-3.605495670834123e-05
2022-11-16,1.3193049984641745e-05
2022-11-17,1.933537184455416e-05
2022-11-18,2.1263035741267465e-05
2022-11-19,2.1784123792332457e-05
2022-11-20,2.2305211843398533e-05
2022-11-21,3.396992560650747e-05
2022-11-22,-2.229016016927444e-06
2022-11-23,-1.918962486751382e-05
2022-11-24,-1.8702000538326543e-05
2022-11-25,-2.6805829793904133e-05
2022-11-26,-2.6248328169922643e-05
2022-11-27,-2.5690826545943105e-05
2022-11-28,-1.8632373572033747e-05
2022-11-29,-4.343739601810558e-05
2022-11-30,-6.705635591609284e-05
2022-12-01,-2.74088673937814e-05
2022-12-02,-4.985220270945032e-06
2022-12-03,-4.55042477641443e-06
2022-12-04,-4.115629281883394e-06
2022-12-05,3.5038959359955015e-06
2022-12-06,-3.6614837934155573e-06
2022-12-07,3.4118044940593647e-05
2022-12-08,2.1749255642072342e-05
2022-12-09,1.413573522924508e-05
2022-12-10,1.4702190227433532e-05
2022-12-11,1.5268645225620468e-05
2022-12-12,1.4373051845285693e-05
2022-12-13,3.368157439948569e-05
2022-12-14,6.085056070074526e-05
2022-12-15,0.00011988265099440506
2022-12-16,9.733450516925118e-05
2022-12-17,9.810317658617645e-05
2022-12-18,9.887184800310171e-05
2022-12-19,0.000108703999430401
2022-12-20,3.4045510375558564e-05
2022-12-21,4.2880102282949386e-05
2022-12-22,9.413972401054577e-05
2022-12-23,0.00012310279800734525
2022-12-24,0.0001235888182379663
2022-12-25,0.00012407483846858932
2022-12-26,0.00012456085869921234
2022-12-27,9.858337609364989e-05
2022-12-28,0.00010936782197374447
2022-12-29,7.83203530412759e-05
2022-12-30,8.403825706341031e-05
2022-12-31,8.468026915716006e-05
2023-01-01,8.532228125090698e-05
2023-01-02,8.596429334465608e-05
2023-01-03,9.716677466011891e-05
2023-01-04,0.00011269830550803927
2023-01-05,0.0001497141937658495
2023-01-06,0.00012207121745196883
2023-01-07,0.00012260047314607012
2023-01-08,0.0001231297288401712
2023-01-09,0.0001153656903655762
2023-01-10,0.00016547340375817486
2023-01-11,0.00013933584575111127
2023-01-12,0.000134857895584122
2023-01-13,9.859767506255898e-05
2023-01-14,9.902780910560653e-05
2023-01-15,9.945794314865559e-05
2023-01-16,9.988807719170487e-05
2023-01-17,0.000113243373126152
2023-01-18,5.362298459050344e-05
2023-01-19,6.283750733508632e-05
2023-01-20,4.2328886238712305e-05
2023-01-21,4.291770873598045e-05
2023-01-22,4.350653123324816e-05
2023-01-23,2.3732694484712626e-05
2023-01-24,2.9020352707740445e-05
2023-01-25,0.00012360438592294077
2023-01-26,9.993098060477427e-05
2023-01-27,0.00015757791773138904
2023-01-28,0.00015787189382592058
2023-01-29,0.00015816586992045364
2023-01-30,0.00015233098122232366
2023-01-31,0.00011505053697469692
2023-02-01,0.0001514608732306477
2023-02-02,0.00012002777079794455
2023-02-03,9.878592171405653e-05
2023-02-04,9.901591061554742e-05
2023-02-05,9.924589951703722e-05
2023-02-06,0.00010143235227037459
2023-02-07,9.415717609013432e-05
2023-02-08,9.055519847732982e-05
2023-02-09,9.122917726452659e-05
2023-02-10,9.16616076738323e-05
2023-02-11,9.187228268738305e-05
2023-02-12,9.208295770093359e-05
2023-02-13,8.840630183483628e-05
2023-02-14,8.873241691653559e-05
2023-02-15,8.157551137061422e-05
2023-02-16,7.77940766274255e-05
2023-02-17,8.509377982580165e-05
2023-02-18,8.539402254428862e-05
2023-02-19,8.569426526277581e-05
2023-02-20,8.5994507981263e-05
2023-02-21,8.40166801204462e-05
2023-02-22,9.341856415181061e-05
2023-02-23,9.34278838189851e-05
2023-02-24,9.454924471929602e-05
2023-02-25,9.467342408843232e-05
2023-02-26,9.479760345756818e-05
2023-02-27,9.447323268457417e-05
2023-02-28,9.354102436214071e-05
2023-03-01,9.089193887131474e-05
2023-03-02,8.72277569543365e-05
2023-03-03,8.842978449463972e-05
2023-03-04,8.854400644542565e-05
2023-03-05,8.86582283962118e-05
2023-03-06,9.649444962461632e-05
2023-03-07,9.368998171566524e-05
2023-03-08,9.055721840525808e-05
2023-03-09,0.00010622168032040145
2023-03-10,0.00012431620257234753
2023-03-11,0.00012442920372972353
2023-03-12,0.00012454220488710061
2023-03-13,0.00012600488373727204
2023-03-14,0.00012470448495302978
2023-03-15,0.0001551767540931687
2023-03-16,0.00012033590757062331
2023-03-17,0.00013002076329028341
2023-03-18,0.00013016888818176637
2023-03-19,0.00013031701307324737
2023-03-20,0.0001317616756561779
2023-03-21,0.00013085204647244318
2023-03-22,0.0001499400296273146
2023-03-23,0.00013558791449677448
2023-03-24,0.00011827352663970224
2023-03-25,0.00011840418463387342
2023-03-26,0.00011853484262804611
2023-03-27,0.00010553887038273276
2023-03-28,9.60212827873484e-05
2023-03-29,7.227439155952872e-05
2023-03-30,7.210519219802859e-05
2023-03-31,6.012891029009678e-05
2023-04-01,6.034470828910439e-05
2023-04-02,6.056050628811091e-05
2023-04-03,5.964771878581637e-05
2023-04-04,6.0107173566529854e-05
2023-04-05,4.3305640218413216e-05
2023-04-06,3.538855404925062e-05
2023-04-07,3.582399810374195e-05
2023-04-08,3.625944215823501e-05
2023-04-09,3.669488621272851e-05
2023-04-10,5.2373268448358034e-05
2023-04-11,3.087485944629079e-05
2023-04-12,-1.5341631238506657e-06
2023-04-13,-1.9728124087371127e-06
2023-04-14,-2.843708104373604e-05
2023-04-15,-2.7972931476150358e-05
2023-04-16,-2.7508781908562943e-05
2023-04-17,-8.862946820734768e-06
2023-04-18,-1.8230176765545716e-05
2023-04-19,-2.3970299453250068e-05
2023-04-20,4.875229392673798e-07
2023-04-21,-1.0252668929271007e-05
2023-04-22,-9.699452657876409e-06
2023-04-23,-9.146236386482678e-06
2023-04-24,1.2355292927184163e-06
