Date,UBS - MBFJF Accumulated Oriented Area
2022-10-29,0.005871770756719819
2022-10-30,0.0058706949315883
2022-10-31,0.005765145509339161
2022-11-01,0.0058101036205121855
2022-11-02,0.005646443718810148
2022-11-03,0.00571678319315907
2022-11-04,0.005970371410504121
2022-11-05,0.0059692267367078234
2022-11-06,0.0059680820629115245
2022-11-07,0.00599858765160457
2022-11-08,0.005896492738053876
2022-11-09,0.00585921598781472
2022-11-10,0.006216771358636449
2022-11-11,0.0065345951442467
2022-11-12,0.0065331005583393175
2022-11-13,0.006531605972431933
2022-11-14,0.006281125854543334
2022-11-15,0.0063196019719074315
2022-11-16,0.006291340129699546
2022-11-17,0.006277856013604487
2022-11-18,0.006286738914613745
2022-11-19,0.0062856707891255584
2022-11-20,0.006284602663637371
2022-11-21,0.006267108231527128
2022-11-22,0.006270929645940176
2022-11-23,0.006296491034474303
2022-11-24,0.006295436424351878
2022-11-25,0.006316060516475305
2022-11-26,0.006314986425759478
2022-11-27,0.006313912335043652
2022-11-28,0.005978474765242594
2022-11-29,0.005955628952789872
2022-11-30,0.005970521803138989
2022-12-01,0.005977897718967945
2022-12-02,0.005972790785198945
2022-12-03,0.005972369995434608
2022-12-04,0.0059719492056702714
2022-12-05,0.006026768639814205
2022-12-06,0.005993298474356767
2022-12-07,0.005819647916787983
2022-12-08,0.005814359097140918
2022-12-09,0.005820656894406686
2022-12-10,0.005820507458135721
2022-12-11,0.005820358021864756
2022-12-12,0.005919154079237652
2022-12-13,0.005995912032871588
2022-12-14,0.005943176384919384
2022-12-15,0.005864022235468589
2022-12-16,0.006000360620329196
2022-12-17,0.005999823170601725
2022-12-18,0.005999285720874255
2022-12-19,0.006023290970400672
2022-12-20,0.005386723716927994
2022-12-21,0.005403329650856493
2022-12-22,0.005399597841321149
2022-12-23,0.005407641247655913
2022-12-24,0.005408119141312925
2022-12-25,0.005408597034969938
2022-12-26,0.0054090749286269495
2022-12-27,0.005187625375764607
2022-12-28,0.005044449330794247
2022-12-29,0.005058006653460829
2022-12-30,0.00509783977772754
2022-12-31,0.005098980897903745
2023-01-01,0.005100122018079951
2023-01-02,0.0051012631382561565
2023-01-03,0.00508085366450114
2023-01-04,0.0050410815169102665
2023-01-05,0.005030547110420806
2023-01-06,0.004972344255369469
2023-01-07,0.004973414203468812
2023-01-08,0.004974484151568155
2023-01-09,0.0049680623073594735
2023-01-10,0.004950595401280074
2023-01-11,0.004968031549188796
2023-01-12,0.004846551244855732
2023-01-13,0.004768088584515259
2023-01-14,0.004769631572954899
2023-01-15,0.004771174561394539
2023-01-16,0.004772717549834177
2023-01-17,0.004737940106828997
2023-01-18,0.00474027763411032
2023-01-19,0.004788537616427478
2023-01-20,0.00476408632407503
2023-01-21,0.0047652911729596315
2023-01-22,0.004766496021844232
2023-01-23,0.00475860655775589
2023-01-24,0.004762062891832658
2023-01-25,0.004748585897451524
2023-01-26,0.0047140799057104645
2023-01-27,0.004720080089658579
2023-01-28,0.0047214458122535885
2023-01-29,0.004722811534848596
2023-01-30,0.004750245572897341
2023-01-31,0.004727729583674048
2023-02-01,0.004707428001033246
2023-02-02,0.00474555658209392
2023-02-03,0.004749220306600141
2023-02-04,0.004750064359908695
2023-02-05,0.004750908413217249
2023-02-06,0.004774527611090884
2023-02-07,0.004747042682931337
2023-02-08,0.0047379883205266385
2023-02-09,0.004739409364736086
2023-02-10,0.004737027593226835
2023-02-11,0.00473813412907571
2023-02-12,0.004739240664924585
2023-02-13,0.004710009610143652
2023-02-14,0.004693730521248
2023-02-15,0.004688849199503983
2023-02-16,0.004711010862179368
2023-02-17,0.004711027376156893
2023-02-18,0.004712046103499727
2023-02-19,0.004713064830842561
2023-02-20,0.004714083558185393
2023-02-21,0.004739195369240806
2023-02-22,0.0047815873317562955
2023-02-23,0.004757976489315188
2023-02-24,0.004792724196928029
2023-02-25,0.004793666377580533
2023-02-26,0.004794608558233037
2023-02-27,0.004771851738513021
2023-02-28,0.004768842262718094
2023-03-01,0.004782905755030412
2023-03-02,0.004795506363374589
2023-03-03,0.004745639620425967
2023-03-04,0.004746440091834621
2023-03-05,0.004747240563243275
2023-03-06,0.0047450336258800085
2023-03-07,0.004787601076813138
2023-03-08,0.004807725375751059
2023-03-09,0.004829594937020915
2023-03-10,0.0049685181145334885
2023-03-11,0.004969396393580556
2023-03-12,0.004970274672627624
2023-03-13,0.005153983159774908
2023-03-14,0.005314224712302517
2023-03-15,0.00528352442774167
2023-03-16,0.005188669977973173
2023-03-17,0.005219679190127734
2023-03-18,0.005220210670189393
2023-03-19,0.00522074215025105
2023-03-20,0.005150813220394697
2023-03-21,0.00519495816733898
2023-03-22,0.005179767374460732
2023-03-23,0.005149355384027044
2023-03-24,0.0052151114445582875
2023-03-25,0.005215548141158664
2023-03-26,0.005215984837759041
2023-03-27,0.0052353473476208015
2023-03-28,0.005158255952492105
2023-03-29,0.005179324983611837
2023-03-30,0.0051896065174745504
2023-03-31,0.005224583701041263
2023-04-01,0.005224664853493387
2023-04-02,0.0052247460059455094
2023-04-03,0.005205605494546595
2023-04-04,0.005183333067073911
2023-04-05,0.005179965991626573
2023-04-06,0.005210362634306497
2023-04-07,0.005210554156812374
2023-04-08,0.005210745679318252
2023-04-09,0.00521093720182413
2023-04-10,0.005209220501075262
2023-04-11,0.005198617415606791
2023-04-12,0.005197360377523774
2023-04-13,0.005223593220259484
2023-04-14,0.0052111282913312835
2023-04-15,0.005211238338375257
2023-04-16,0.005211348385419229
2023-04-17,0.005184874880830094
2023-04-18,0.005151427885406563
2023-04-19,0.005153641206284807
2023-04-20,0.005175373224789344
2023-04-21,0.005225801626905477
2023-04-22,0.005226231461393368
2023-04-23,0.005226661295881259
2023-04-24,0.00526209724653749
2023-04-25,0.005227477736973725
2023-04-26,0.005264567577642262
2023-04-27,0.0052765025551605805
2023-04-28,0.005274826920654115
2023-04-29,0.005275142693776516
2023-04-30,0.005275458466898917
2023-05-01,0.005300644484489716
2023-05-02,0.005344755352991562
2023-05-03,0.0053257147540285935
2023-05-04,0.005323811261363156
2023-05-05,0.005299411414417289
2023-05-06,0.005299684505487772
2023-05-07,0.005299957596558255
2023-05-08,0.005291368499414375
2023-05-09,0.0052100965856619955
2023-05-10,0.005203857093230832
2023-05-11,0.005168055379558824
2023-05-12,0.00516793647307996
2023-05-13,0.005168571590152417
2023-05-14,0.005169206707224873
2023-05-15,0.005050263650641139
2023-05-16,0.005052707693116051
2023-05-17,0.005051157412105323
2023-05-18,0.004978936486127995
2023-05-19,0.005028789613057813
2023-05-20,0.0050294975010898935
2023-05-21,0.005030205389121974
2023-05-22,0.0050301860129760775
2023-05-23,0.00494539465539304
2023-05-24,0.005045095089268639
2023-05-25,0.005046484474094016
2023-05-26,0.005118684791328518
2023-05-27,0.005119298664286325
2023-05-28,0.005119912537244133
2023-05-29,0.00512052641020194
2023-05-30,0.005116400072117933
2023-05-31,0.005068291558146228
2023-06-01,0.00507053709734113
2023-06-02,0.004806837709825584
2023-06-03,0.0048080477397639135
2023-06-04,0.004809257769702242
2023-06-05,0.004769882325263111
2023-06-06,0.004860114166987362
2023-06-07,0.004908293458374327
2023-06-08,0.00490944951530318
2023-06-09,0.0048243824524050365
2023-06-10,0.004825482052795279
2023-06-11,0.004826581653185521
2023-06-12,0.004869233768637876
2023-06-13,0.004889074879467626
2023-06-14,0.0048828164900635
2023-06-15,0.004816921210645033
2023-06-16,0.004827330414224309
2023-06-17,0.004828386605913419
2023-06-18,0.004829442797602529
2023-06-19,0.004830498989291639
2023-06-20,0.004852945023932688
2023-06-21,0.004831641121081051
2023-06-22,0.004841644746463574
2023-06-23,0.004851121714054184
2023-06-24,0.004852351968122091
2023-06-25,0.004853582222189998
2023-06-26,0.004866613984005345
2023-06-27,0.0047590194026642585
2023-06-28,0.004764418176841869
2023-06-29,0.004663799577461937
2023-06-30,0.004614662019147583
2023-07-01,0.00461620013644942
2023-07-02,0.004617738253751256
2023-07-03,0.004597978321070816
2023-07-04,0.004599477111611818
2023-07-05,0.004570311073932106
2023-07-06,0.004802222008960752
2023-07-07,0.004759624471068575
2023-07-08,0.004761140640679355
2023-07-09,0.004762656810290136
2023-07-10,0.004764172979900916
