Date,UBS - JPM Accumulated Oriented Area
2022-09-26,0.0023732022883547594
2022-09-27,0.002428841499778997
2022-09-28,0.0023809313154687
2022-09-29,0.002421787648551052
2022-09-30,0.002492173408874012
2022-10-01,0.002492088160322342
2022-10-02,0.0024920029117706712
2022-10-03,0.002349014121034302
2022-10-04,0.002227690217263529
2022-10-05,0.0022900470388807783
2022-10-06,0.0023209319264108613
2022-10-07,0.0024327827444540866
2022-10-08,0.0024327609771963112
2022-10-09,0.0024327392099385355
2022-10-10,0.0024437330666069058
2022-10-11,0.002587711141610959
2022-10-12,0.0024319308001311633
2022-10-13,0.0021917542879131913
2022-10-14,0.0020017680912882323
2022-10-15,0.002002162780594779
2022-10-16,0.0020025574699013247
2022-10-17,0.0017698628701376907
2022-10-18,0.0016363084264043163
2022-10-19,0.001747353758551844
2022-10-20,0.001767348942308605
2022-10-21,0.0014524916504072474
2022-10-22,0.001453365336596089
2022-10-23,0.0014542390227849302
2022-10-24,0.0014568211861543602
2022-10-25,0.0014852292237723238
2022-10-26,0.001423505019837229
2022-10-27,0.00140006309794711
2022-10-28,0.0013422168726437704
2022-10-29,0.0013430672920588436
2022-10-30,0.0013439177114739124
2022-10-31,0.0013515433503133727
2022-11-01,0.0012570966469901625
2022-11-02,0.0013098024272301116
2022-11-03,0.0013008514365666166
2022-11-04,0.0011484435636147541
2022-11-05,0.001149482090089918
2022-11-06,0.0011505206165650862
2022-11-07,0.0011234153010073748
2022-11-08,0.0011212329048189565
2022-11-09,0.0011881814232703588
2022-11-10,0.0009685901733204167
2022-11-11,0.0009014230170649412
2022-11-12,0.0009023301186182808
2022-11-13,0.0009032372201716204
2022-11-14,0.0009520483690261179
2022-11-15,0.0009674615363733318
2022-11-16,0.0009689475899788804
2022-11-17,0.0009852646270170416
2022-11-18,0.0009542724877676335
2022-11-19,0.000955153349078777
2022-11-20,0.0009560342103899205
2022-11-21,0.0009742022823797684
2022-11-22,0.0009286251368827931
2022-11-23,0.000891030963739946
2022-11-24,0.0008920178964936356
2022-11-25,0.0008815541365277428
2022-11-26,0.0008825395159890118
2022-11-27,0.0008835248954502804
2022-11-28,0.0009683302818041242
2022-11-29,0.0009042758421452519
2022-11-30,0.0008560656985651316
2022-12-01,0.000896220466214793
2022-12-02,0.0009228417766939498
2022-12-03,0.0009237640706639856
2022-12-04,0.0009246863646340214
2022-12-05,0.001010911871431624
2022-12-06,0.0010119273735735936
2022-12-07,0.0010166756836409844
2022-12-08,0.0009844935139950769
2022-12-09,0.0010014149976243104
2022-12-10,0.0010022230392081758
2022-12-11,0.001003031080792042
2022-12-12,0.0009526073769972675
2022-12-13,0.0009335369697460343
2022-12-14,0.000963837347276428
2022-12-15,0.0010642292295112358
2022-12-16,0.0010906273861763876
2022-12-17,0.001091368977609978
2022-12-18,0.0010921105690435717
2022-12-19,0.0010689234664692147
2022-12-20,0.00104913937178329
2022-12-21,0.0009999477942743847
2022-12-22,0.001040075447744327
2022-12-23,0.0010208545731011068
2022-12-24,0.0010215579280603354
2022-12-25,0.001022261283019564
2022-12-26,0.0010229646379787951
2022-12-27,0.0010125628256404465
2022-12-28,0.0009994805949925536
2022-12-29,0.0009741748950939256
2022-12-30,0.0009606149487380112
2022-12-31,0.0009614518223993716
2023-01-01,0.0009622886960607324
2023-01-02,0.0009631255697220933
2023-01-03,0.000928878124105375
2023-01-04,0.0008696075248833322
2023-01-05,0.0008937807141913283
2023-01-06,0.0008358542337636179
2023-01-07,0.0008366939146693887
2023-01-08,0.00083753359557516
2023-01-09,0.0008404996365779694
2023-01-10,0.0008095307032341178
2023-01-11,0.0007858775499091091
2023-01-12,0.0007722398447341352
2023-01-13,0.0007290164739056915
2023-01-14,0.0007299683112917577
2023-01-15,0.0007309201486778239
2023-01-16,0.0007318719860638892
2023-01-17,0.0007162090231821587
2023-01-18,0.0007406926880450652
2023-01-19,0.0007675142045659787
2023-01-20,0.0007594200627064587
2023-01-21,0.0007599381483017927
2023-01-22,0.000760456233897127
2023-01-23,0.0007407657271673788
2023-01-24,0.0007338574331327953
2023-01-25,0.000721928665525957
2023-01-26,0.0006970767927188116
2023-01-27,0.0007120633341734274
2023-01-28,0.000712797510147592
2023-01-29,0.0007135316861217552
2023-01-30,0.0007328385944887551
2023-01-31,0.0007163311486585028
2023-02-01,0.0007036419743213615
2023-02-02,0.0007082445594391016
2023-02-03,0.0006971835604868198
2023-02-04,0.0006979189096872553
2023-02-05,0.0006986542588876907
2023-02-06,0.0007157632455670731
2023-02-07,0.0006836239335805375
2023-02-08,0.0006948972521834858
2023-02-09,0.0007044582682093569
2023-02-10,0.0007084240525350211
2023-02-11,0.0007091732484323971
2023-02-12,0.0007099224443297722
2023-02-13,0.0006810588308301252
2023-02-14,0.0006612662767322718
2023-02-15,0.0006624000030983385
2023-02-16,0.000682018677081763
2023-02-17,0.0006801658906335347
2023-02-18,0.0006809230899678369
2023-02-19,0.0006816802893021391
2023-02-20,0.0006824374886364409
2023-02-21,0.0007124105171927419
2023-02-22,0.0007347286960565818
2023-02-23,0.0007177775933487414
2023-02-24,0.0007237293259633871
2023-02-25,0.0007244964433681983
2023-02-26,0.0007252635607730095
2023-02-27,0.0006948446403370729
2023-02-28,0.0006847935961371227
2023-03-01,0.0007038643321921148
2023-03-02,0.0007261765415713787
2023-03-03,0.0006628501939177057
2023-03-04,0.0006636495850894605
2023-03-05,0.0006644489762612149
2023-03-06,0.0006655813490059892
2023-03-07,0.0007290079990889867
2023-03-08,0.0007449611075390264
2023-03-09,0.0008342751057477029
2023-03-10,0.0007987248142300478
2023-03-11,0.0007992889879624375
2023-03-12,0.0007998531616948256
2023-03-13,0.0008635492994838417
2023-03-14,0.0007838412437926414
2023-03-15,0.0009404723464349731
2023-03-16,0.0008793485234741818
2023-03-17,0.0010036204666029219
2023-03-18,0.0010041074281177263
2023-03-19,0.0010045943896325343
2023-03-20,0.0009799617359830663
2023-03-21,0.0009279438731717646
2023-03-22,0.0009717282709944277
2023-03-23,0.0009563246934366446
2023-03-24,0.0010009968039545532
2023-03-25,0.001001311852468812
2023-03-26,0.001001626900983071
2023-03-27,0.000922524824357084
2023-03-28,0.0009127868137678938
2023-03-29,0.0009127543498864822
2023-03-30,0.0009223866930143602
2023-03-31,0.0009043970232606858
2023-04-01,0.000904652629704546
2023-04-02,0.0009049082361484062
2023-04-03,0.0009078715516064066
2023-04-04,0.0009336868738475698
2023-04-05,0.000942312115439378
2023-04-06,0.0009440649210692223
2023-04-07,0.000944254493165003
2023-04-08,0.0009444440652607833
2023-04-09,0.0009446336373565636
2023-04-10,0.000937548165715184
2023-04-11,0.000939630625240483
2023-04-12,0.0009375835186702067
2023-04-13,0.0009358352404047572
2023-04-14,0.0008482195469400925
2023-04-15,0.0008488145631208965
2023-04-16,0.000849409579301701
2023-04-17,0.0008823158357720187
2023-04-18,0.0008680708601195098
2023-04-19,0.0008835457910705371
2023-04-20,0.0009199138848261638
2023-04-21,0.0009296720225359365
2023-04-22,0.0009305777149775313
2023-04-23,0.0009314834074191239
2023-04-24,0.0009126952376620912
2023-04-25,0.001021666221165415
2023-04-26,0.0010594402604262535
2023-04-27,0.001014138856987356
2023-04-28,0.0009966322516030105
2023-04-29,0.000997433965292358
2023-04-30,0.0009982356789817086
2023-05-01,0.0009568598187376545
2023-05-02,0.0010092796199366468
2023-05-03,0.0010983657737654818
2023-05-04,0.0011573396829541666
2023-05-05,0.0010718287102543856
2023-05-06,0.0010726353616969
2023-05-07,0.001073442013139414
2023-05-08,0.0010694057099920173
2023-05-09,0.0010871488523153039
2023-05-10,0.001093904338481244
2023-05-11,0.0011123142474049998
2023-05-12,0.0011637775774707001
2023-05-13,0.0011645387479933952
2023-05-14,0.0011652999185160903
2023-05-15,0.0011323227555852353
2023-05-16,0.0011631397503624329
2023-05-17,0.0010469605836111971
2023-05-18,0.0010173163026997761
2023-05-19,0.0010036601595481945
2023-05-20,0.0010045301245103812
2023-05-21,0.0010054000894725687
2023-05-22,0.0010239552271505783
2023-05-23,0.0010663076076175815
2023-05-24,0.0011008890858076733
2023-05-25,0.001095930019564787
2023-05-26,0.0010600438221440357
2023-05-27,0.0010608409936979776
2023-05-28,0.0010616381652519195
2023-05-29,0.0010624353368058614
2023-05-30,0.0010655398636946565
2023-05-31,0.001131280977909949
2023-06-01,0.0010625645550022228
2023-06-02,0.0009774296113013825
2023-06-03,0.0009783784440552039
2023-06-04,0.0009793272768090252
2023-06-05,0.0010074761041370885
2023-06-06,0.0009890426343796724
2023-06-07,0.000966142006558166
2023-06-08,0.0009668505996682122
2023-06-09,0.0009657387980368947
2023-06-10,0.0009666811332259702
2023-06-11,0.0009676234684150476
2023-06-12,0.0009630332536843759
2023-06-13,0.0009449938282355816
2023-06-14,0.0009430355635132812
2023-06-15,0.0009193209487688746
2023-06-16,0.0009178963744306866
2023-06-17,0.0009189123275421497
2023-06-18,0.0009199282806536127
2023-06-19,0.000920944233765078
2023-06-20,0.0009577052836193304
2023-06-21,0.0009656725493658075
2023-06-22,0.00103410154910286
2023-06-23,0.0010580422094537776
2023-06-24,0.0010589447845389234
2023-06-25,0.0010598473596240693
2023-06-26,0.0010615601830411955
2023-06-27,0.001047701662537316
2023-06-28,0.0010647089991447055
2023-06-29,0.0009482505371907679
2023-06-30,0.0008887952059102567
2023-07-01,0.0008899317178502919
2023-07-02,0.000891068229790327
2023-07-03,0.0008533941004479624
2023-07-04,0.0008545552113922912
2023-07-05,0.0009425923768246057
2023-07-06,0.0010141572029562919
2023-07-07,0.0009551754548591989
2023-07-08,0.0009563226561347467
2023-07-09,0.000957469857410295
2023-07-10,0.0009586170586858428
