Date,MS - IBKR Accumulated Oriented Area
2019-05-08,6.284389072383065e-06
2019-05-09,1.7083630382373687e-06
2019-05-10,8.750369906548042e-06
2019-05-11,8.644014932545469e-06
2019-05-12,8.537659958542916e-06
2019-05-13,-2.352415575711654e-06
2019-05-14,-2.2611860851962676e-06
2019-05-15,-3.540591053766514e-06
2019-05-16,-6.154618381972631e-07
2019-05-17,-9.702735179116203e-07
2019-05-18,-9.928335996209104e-07
2019-05-19,-1.0153936813302004e-06
2019-05-20,-5.291926417833655e-07
2019-05-21,3.864682088522913e-06
2019-05-22,-4.322106812541109e-06
2019-05-23,-1.0472847818388523e-05
2019-05-24,-5.1634025289847176e-06
2019-05-25,-5.377890743147684e-06
2019-05-26,-5.592378957310488e-06
2019-05-27,-5.806867171473685e-06
2019-05-28,-1.335761549274137e-05
2019-05-29,-4.7872203549013655e-06
2019-05-30,-1.3101461918127272e-05
2019-05-31,-1.3987926499891656e-05
2019-06-01,-1.4371171409418448e-05
2019-06-02,-1.4754416318946254e-05
2019-06-03,-6.644423778177569e-06
2019-06-04,4.254532190576483e-06
2019-06-05,1.5336484876584295e-06
2019-06-06,-8.671465984442736e-06
2019-06-07,-1.2840441712497368e-05
2019-06-08,-1.2870312931006578e-05
2019-06-09,-1.2900184149515869e-05
2019-06-10,-8.735320223647922e-06
2019-06-11,-5.1472362493088495e-06
2019-06-12,-8.159950317185907e-06
2019-06-13,-1.6988475070264927e-05
2019-06-14,-2.3177848506960046e-05
2019-06-15,-2.314313203015072e-05
2019-06-16,-2.3108415553341286e-05
2019-06-17,-2.2315207776064724e-05
2019-06-18,-2.036680846382093e-05
2019-06-19,-1.7775380343846003e-05
2019-06-20,-1.5885252342088226e-05
2019-06-21,-4.36669687418823e-06
2019-06-22,-4.665721518132455e-06
2019-06-23,-4.964746162076667e-06
2019-06-24,-7.645480794397526e-06
2019-06-25,-2.0516380531731754e-05
2019-06-26,-8.03246388948922e-06
2019-06-27,-4.8231244074298105e-06
2019-06-28,-9.11377533239275e-06
2019-06-29,-9.303568768289711e-06
2019-06-30,-9.493362204186496e-06
