Date,UBS - BNPQY Accumulated Oriented Area
2021-10-21,0.0028780621436761866
2021-10-22,0.002834339130073307
2021-10-23,0.0028357059509481084
2021-10-24,0.0028370727718229115
2021-10-25,0.0028194965999410017
2021-10-26,0.0027880988681386965
2021-10-27,0.002782608590275361
2021-10-28,0.002753861718494303
2021-10-29,0.002766348067670659
2021-10-30,0.002767603233683634
2021-10-31,0.002768858399696609
2021-11-01,0.0026921359914420986
2021-11-02,0.0026867086386366135
2021-11-03,0.002680991427170963
2021-11-04,0.002755232921492276
2021-11-05,0.0027311482286578492
2021-11-06,0.0027325501151195413
2021-11-07,0.002733952001581233
2021-11-08,0.0027489455651777675
2021-11-09,0.0027431068503952225
2021-11-10,0.002791216486692188
2021-11-11,0.002780208809580806
2021-11-12,0.0027925705005733483
2021-11-13,0.002793911023200889
2021-11-14,0.00279525154582843
2021-11-15,0.00279561735182148
2021-11-16,0.0028108584112541417
2021-11-17,0.002771245219183181
2021-11-18,0.0028251909611156593
2021-11-19,0.0029393361669258493
2021-11-20,0.002940539828392067
2021-11-21,0.002941743489858285
2021-11-22,0.002934244191446933
2021-11-23,0.002906088828051489
2021-11-24,0.0029070016219320256
2021-11-25,0.0029082234726723615
2021-11-26,0.0030459319884630917
2021-11-27,0.0030470096312465492
2021-11-28,0.0030480872740300067
2021-11-29,0.003044264417324526
2021-11-30,0.003038937399594063
2021-12-01,0.0030509021552660646
2021-12-02,0.0029533732157607335
2021-12-03,0.002991724046622482
2021-12-04,0.0029927849020103324
2021-12-05,0.002993845757398181
2021-12-06,0.0029490919847699657
2021-12-07,0.0028976319757198247
2021-12-08,0.002891416766378707
2021-12-09,0.002926221812076923
2021-12-10,0.0029339738739294695
2021-12-11,0.0029350417128705822
2021-12-12,0.0029361095518116945
2021-12-13,0.0029705676512275427
2021-12-14,0.002973703110221734
2021-12-15,0.002988448053084135
2021-12-16,0.0029445961914637653
2021-12-17,0.0030238100756895137
2021-12-18,0.003024818318609423
2021-12-19,0.0030258265615293323
2021-12-20,0.003012890829405039
2021-12-21,0.002937372141047288
2021-12-22,0.0028978063152896244
2021-12-23,0.0028497397697971136
2021-12-24,0.0028511279651195313
2021-12-25,0.0028525161604419495
2021-12-26,0.0028539043557643667
2021-12-27,0.0028011421437904582
2021-12-28,0.0027937508097121175
2021-12-29,0.0028060912103035516
2021-12-30,0.0028326139459520826
2021-12-31,0.0028305179193434584
2022-01-01,0.0028320215166843694
2022-01-02,0.002833525114025281
2022-01-03,0.002791868964517799
2022-01-04,0.0026794373981571676
2022-01-05,0.0027281563938933873
2022-01-06,0.0025933853944228487
2022-01-07,0.0025257420126812823
2022-01-08,0.0025273315087133135
2022-01-09,0.0025289210047453473
2022-01-10,0.0025536288184684793
2022-01-11,0.0025298245394000775
2022-01-12,0.0024870947850894904
2022-01-13,0.002490208080855299
2022-01-14,0.0024804936441140866
2022-01-15,0.002482247499994896
2022-01-16,0.0024840013558757074
2022-01-17,0.0024857552117565187
2022-01-18,0.0025388807018231012
2022-01-19,0.0025904288379661362
2022-01-20,0.00260022073167928
2022-01-21,0.0026330835367983367
2022-01-22,0.002634464845581372
2022-01-23,0.002635846154364406
2022-01-24,0.002742735986379875
2022-01-25,0.002701968193130704
2022-01-26,0.002656821965844762
2022-01-27,0.0027348319957094403
2022-01-28,0.0027440063959189346
2022-01-29,0.0027455253429424483
2022-01-30,0.002747044289965961
2022-01-31,0.002697933566310169
2022-02-01,0.0023711918044143914
2022-02-02,0.002342628748333981
2022-02-03,0.0023782642058115012
2022-02-04,0.0023849660740104966
2022-02-05,0.0023865005652768134
2022-02-06,0.0023880350565431297
2022-02-07,0.0023545029663685916
2022-02-08,0.002271828457752128
2022-02-09,0.0022273350261995143
2022-02-10,0.002244139270516171
2022-02-11,0.0022878731471367205
2022-02-12,0.002289157617653288
2022-02-13,0.0022904420881698557
2022-02-14,0.002288638788039009
2022-02-15,0.002296138128943451
2022-02-16,0.0023340057617866677
2022-02-17,0.0023781563617845196
2022-02-18,0.002382736727868918
2022-02-19,0.0023839608402709115
2022-02-20,0.0023851849526729052
2022-02-21,0.0023864090650748985
2022-02-22,0.0024971748763897737
2022-02-23,0.0025431115594635673
2022-02-24,0.0027394729944986047
2022-02-25,0.0026297684852222562
2022-02-26,0.00263069107316114
2022-02-27,0.002631613661100023
2022-02-28,0.0027787803518946365
2022-03-01,0.0028897115153623133
2022-03-02,0.0028345658257239326
2022-03-03,0.0028187590380397217
2022-03-04,0.003005202131626448
2022-03-05,0.003005418158136615
2022-03-06,0.0030056341846467823
2022-03-07,0.0031552698311005313
2022-03-08,0.0030186574862357237
2022-03-09,0.0028316652167588497
2022-03-10,0.0029231601330699875
2022-03-11,0.0030004202289058736
2022-03-12,0.0030005945527029794
2022-03-13,0.0030007688765000843
2022-03-14,0.002914261077099713
2022-03-15,0.0028653078766803218
2022-03-16,0.002724458930823448
2022-03-17,0.0027387369601375357
2022-03-18,0.0027202799541680123
2022-03-19,0.0027207842399015157
2022-03-20,0.0027212885256350187
2022-03-21,0.002736680173430728
2022-03-22,0.0027071208656679023
2022-03-23,0.0027390491435691313
2022-03-24,0.0027379998559628953
2022-03-25,0.00275234686483721
2022-03-26,0.002752387003478428
2022-03-27,0.002752427142119646
2022-03-28,0.002744530335752924
2022-03-29,0.0027026103709735343
2022-03-30,0.0027187828800351943
2022-03-31,0.0027305863560721537
2022-04-01,0.0027278126348650135
2022-04-02,0.002727980928572055
2022-04-03,0.0027281492222790953
2022-04-04,0.002725943768025837
2022-04-05,0.00274190656742626
2022-04-06,0.0027569375291471377
2022-04-07,0.0027680496957720934
2022-04-08,0.0027431342607861014
2022-04-09,0.0027429607992147395
2022-04-10,0.0027427873376433777
2022-04-11,0.0027264306264949945
2022-04-12,0.0026975634498182482
2022-04-13,0.002665581211697298
2022-04-14,0.0026558700910192107
2022-04-15,0.00265599091880791
2022-04-16,0.00265611174659661
2022-04-17,0.00265623257438531
2022-04-18,0.0026535358835265855
2022-04-19,0.002640527425966688
2022-04-20,0.0026008831502781597
2022-04-21,0.0025849847883672407
2022-04-22,0.002610688840816093
2022-04-23,0.002611038613503565
2022-04-24,0.0026113883861910367
2022-04-25,0.002599717493024443
2022-04-26,0.0026830416288879436
2022-04-27,0.002757308916046904
2022-04-28,0.0027652766648660117
2022-04-29,0.0027596238116407196
2022-04-30,0.0027596630598753303
2022-05-01,0.0027597023081099414
2022-05-02,0.002775180623182895
2022-05-03,0.0026720131919508155
2022-05-04,0.002643615340011741
2022-05-05,0.0026991050306189746
2022-05-06,0.0026867788345139093
2022-05-07,0.002686973224502356
2022-05-08,0.0026871676144908027
2022-05-09,0.0027001512974002117
2022-05-10,0.002636855498359479
2022-05-11,0.00264295661897157
2022-05-12,0.0026815455502422784
2022-05-13,0.0026226851828371756
2022-05-14,0.002622994648783405
2022-05-15,0.0026233041147296363
2022-05-16,0.002610177664467867
2022-05-17,0.002540106753519112
2022-05-18,0.0025879115611218253
2022-05-19,0.0026864566539677335
2022-05-20,0.0026977597771915968
2022-05-21,0.002697824686506381
2022-05-22,0.002697889595821165
2022-05-23,0.002664849083279728
2022-05-24,0.0026498350592565724
2022-05-25,0.0026542870913331576
2022-05-26,0.0026324369266443343
2022-05-27,0.0026094920474044637
2022-05-28,0.00260982940746803
2022-05-29,0.002610166767531596
2022-05-30,0.002610504127595162
2022-05-31,0.00262130346312125
2022-06-01,0.002636841594931502
2022-06-02,0.0026195509338061106
2022-06-03,0.0026457524829327167
2022-06-04,0.002645959333231962
2022-06-05,0.002646166183531207
2022-06-06,0.002635000139578116
2022-06-07,0.0026436002169515564
2022-06-08,0.002663610278921727
2022-06-09,0.002703604399685042
2022-06-10,0.0028065502339508657
2022-06-11,0.0028065416554086623
2022-06-12,0.002806533076866459
2022-06-13,0.0028788667044311335
2022-06-14,0.002821624858337357
2022-06-15,0.0027211027016803124
2022-06-16,0.002719204040406989
2022-06-17,0.0027513379010990326
2022-06-18,0.002751401661946402
2022-06-19,0.002751465422793771
2022-06-20,0.00275152918364114
2022-06-21,0.0026481527157330154
2022-06-22,0.0026854944462476925
2022-06-23,0.002800403615286667
2022-06-24,0.0028213739444366013
2022-06-25,0.002821324434919513
2022-06-26,0.0028212749254024265
2022-06-27,0.002847423700187787
2022-06-28,0.002848582413790239
2022-06-29,0.0028669031081676724
2022-06-30,0.0029424156934273558
2022-07-01,0.002936182995950537
2022-07-02,0.0029359087431370012
2022-07-03,0.002935634490323466
2022-07-04,0.00293536023750993
2022-07-05,0.003014993107175706
2022-07-06,0.0031067065323888187
2022-07-07,0.0030780432054044824
2022-07-08,0.0030444489455698593
2022-07-09,0.0030440084545833137
2022-07-10,0.003043567963596768
2022-07-11,0.003184360134403558
2022-07-12,0.003252482314455055
2022-07-13,0.0032560125304879
2022-07-14,0.003295911642849671
2022-07-15,0.0033672371073214195
2022-07-16,0.00336631302859516
2022-07-17,0.0033653889498689027
2022-07-18,0.0033357186780421716
2022-07-19,0.0032602204291969066
2022-07-20,0.0032176091714440653
2022-07-21,0.0032814953376817946
2022-07-22,0.0033241761130554624
2022-07-23,0.0033234396319504742
2022-07-24,0.0033227031508454834
2022-07-25,0.003296543120850755
2022-07-26,0.002991891557460212
2022-07-27,0.002956871367183059
2022-07-28,0.0030432287669500523
2022-07-29,0.0029923026096556884
2022-07-30,0.00299196668442632
2022-07-31,0.00299163075919695
2022-08-01,0.003010303942038115
2022-08-02,0.002969629156935688
2022-08-03,0.0028926270295062512
2022-08-04,0.0028539247939366277
2022-08-05,0.002775794153444303
2022-08-06,0.0027757756346756587
2022-08-07,0.002775757115907017
2022-08-08,0.002866197872940176
2022-08-09,0.002826195145156752
2022-08-10,0.002778441985220345
2022-08-11,0.002791781358589789
2022-08-12,0.0027529059113861045
2022-08-13,0.002752942531533999
2022-08-14,0.0027529791516818936
2022-08-15,0.002781010509604427
2022-08-16,0.0027930689018310804
2022-08-17,0.0028056136046328817
2022-08-18,0.0028734930427676336
2022-08-19,0.0029249800427288185
2022-08-20,0.0029246881865965016
2022-08-21,0.002924396330464183
2022-08-22,0.002984789198877037
2022-08-23,0.002958290477733781
2022-08-24,0.00293935137812881
2022-08-25,0.0029550587174442433
2022-08-26,0.0030189417595775222
2022-08-27,0.003018460492099303
2022-08-28,0.0030179792246210818
2022-08-29,0.0030239314100349306
2022-08-30,0.002976722661341393
2022-08-31,0.002971672465361441
2022-09-01,0.002883783745647301
2022-09-02,0.0029376289039812434
2022-09-03,0.002937251158699709
2022-09-04,0.002936873413418175
2022-09-05,0.002936495668136641
2022-09-06,0.00300022529074039
2022-09-07,0.002887190680633182
2022-09-08,0.002930558238887029
2022-09-09,0.00285759388160599
2022-09-10,0.002857397008601259
2022-09-11,0.0028572001355965286
2022-09-12,0.0027660706582516726
2022-09-13,0.0028442523485839484
2022-09-14,0.0028019368221838753
2022-09-15,0.0027999696855051256
2022-09-16,0.0028002406180707455
2022-09-17,0.0028001266828697677
2022-09-18,0.0028000127476687873
2022-09-19,0.0028071134140163117
2022-09-20,0.0028802129964644353
2022-09-21,0.00297758021795299
2022-09-22,0.0028122296215488084
2022-09-23,0.002909656141889263
2022-09-24,0.002909307759887478
2022-09-25,0.0029089593778856924
2022-09-26,0.0029470663255543135
2022-09-27,0.0031079158445549604
2022-09-28,0.003269469519952893
2022-09-29,0.0033070376813139936
2022-09-30,0.0031850518151331168
2022-10-01,0.0031843673889087086
2022-10-02,0.0031836829626843005
2022-10-03,0.003181455171633478
2022-10-04,0.0031467920798953146
2022-10-05,0.003221354623708036
2022-10-06,0.003201630311271456
2022-10-07,0.003196622330367223
2022-10-08,0.0031959210964582307
2022-10-09,0.003195219862549237
2022-10-10,0.0031014359397979058
2022-10-11,0.003230381165933109
2022-10-12,0.003191794038788016
2022-10-13,0.0031216113607755707
2022-10-14,0.003006020726597813
2022-10-15,0.0030054514107752867
2022-10-16,0.003004882094952758
2022-10-17,0.002871986520805181
2022-10-18,0.0028125776128977405
2022-10-19,0.002881980880251853
2022-10-20,0.002819392540065279
2022-10-21,0.0027387276798697363
2022-10-22,0.002738473762279315
2022-10-23,0.002738219844688894
2022-10-24,0.0027455139586667694
2022-10-25,0.0029140006665263167
2022-10-26,0.002874749663646709
2022-10-27,0.0028542810679646237
2022-10-28,0.002828483316546281
2022-10-29,0.0028281920234059345
2022-10-30,0.002827900730265589
2022-10-31,0.0028217167819671813
2022-11-01,0.0028265740413722026
2022-11-02,0.0028364415741898054
2022-11-03,0.002701680140383591
2022-11-04,0.002590875466394191
2022-11-05,0.0025908620550074905
2022-11-06,0.0025908486436207892
2022-11-07,0.0026030352658774365
2022-11-08,0.0025826969261639092
2022-11-09,0.002642707192940453
2022-11-10,0.002599732550190674
2022-11-11,0.0025940268293070234
2022-11-12,0.0025940315952170997
2022-11-13,0.002594036361127176
2022-11-14,0.0025889852900133677
2022-11-15,0.0025907796317326684
2022-11-16,0.002563362654144583
2022-11-17,0.0025321112233230208
2022-11-18,0.002522998079974842
2022-11-19,0.002523161056442894
2022-11-20,0.002523324032910947
2022-11-21,0.0025746620645125473
2022-11-22,0.0025628186312671728
2022-11-23,0.002545887862767459
2022-11-24,0.0025459993340291275
2022-11-25,0.002525581432923716
2022-11-26,0.002525735794143665
2022-11-27,0.0025258901553636146
2022-11-28,0.0025466151801274736
2022-11-29,0.002496301915295858
2022-11-30,0.0024705492896089946
2022-12-01,0.00251426595754532
2022-12-02,0.0025060795476502026
2022-12-03,0.0025062665398979016
2022-12-04,0.0025064535321456015
2022-12-05,0.002539183632517035
2022-12-06,0.0025316849396219464
2022-12-07,0.0025394109330763703
2022-12-08,0.0025235924165963926
2022-12-09,0.0025034739393764603
2022-12-10,0.002503670873600295
2022-12-11,0.0025038678078241295
2022-12-12,0.0024854418689766737
2022-12-13,0.002449275950222149
2022-12-14,0.0024532269398151187
2022-12-15,0.002521558598993338
2022-12-16,0.0024686461593756703
2022-12-17,0.002468948671151762
2022-12-18,0.0024692511829278547
2022-12-19,0.002502736149349597
2022-12-20,0.0024615854291807253
2022-12-21,0.0024245877024338847
2022-12-22,0.002424853144530084
2022-12-23,0.0024284010375816437
2022-12-24,0.0024287170491909572
2022-12-25,0.0024290330608002716
2022-12-26,0.002429349072409585
2022-12-27,0.002412622550326369
2022-12-28,0.002457702674848038
2022-12-29,0.002423441399600692
2022-12-30,0.0024422339704696806
2022-12-31,0.002442521732514678
2023-01-01,0.0024428094945596755
2023-01-02,0.0024430972566046715
2023-01-03,0.002349784774874451
2023-01-04,0.0022442166416946074
2023-01-05,0.002258079834738904
2023-01-06,0.0022019100549540874
2023-01-07,0.002202606283989819
2023-01-08,0.00220330251302555
2023-01-09,0.0021981296715444833
2023-01-10,0.0021938850239989253
2023-01-11,0.0021810815328250407
2023-01-12,0.002137005043676572
2023-01-13,0.0021248723373244976
2023-01-14,0.0021256169526436834
2023-01-15,0.00212636156796287
2023-01-16,0.0021271061832820555
2023-01-17,0.0021153763306460314
2023-01-18,0.002114404490287203
2023-01-19,0.0021319408964745592
2023-01-20,0.0021069500937033973
2023-01-21,0.002107633748447605
2023-01-22,0.0021083174031918134
2023-01-23,0.002097908764271763
2023-01-24,0.002093408881077521
2023-01-25,0.0020767883518366687
2023-01-26,0.002044928910133123
2023-01-27,0.0020666690838437875
2023-01-28,0.002067503455231816
2023-01-29,0.002068337826619844
2023-01-30,0.0020843024545832227
2023-01-31,0.0020510041334276777
2023-02-01,0.0020207893873054085
2023-02-02,0.0020428197041490207
2023-02-03,0.0020483574156177696
2023-02-04,0.0020490975470710206
2023-02-05,0.002049837678524271
2023-02-06,0.0020854959699374035
2023-02-07,0.0020433581766924115
2023-02-08,0.0020382420423413075
2023-02-09,0.002031506860772665
2023-02-10,0.002045689842782594
2023-02-11,0.0020465880113757955
2023-02-12,0.002047486179968996
2023-02-13,0.0020248116142213236
2023-02-14,0.0019943122810609113
2023-02-15,0.0019997146512011005
2023-02-16,0.0020094862678997354
2023-02-17,0.0020070740898500954
2023-02-18,0.002008094832046487
2023-02-19,0.002009115574242879
2023-02-20,0.00201013631643927
2023-02-21,0.002041475752537665
2023-02-22,0.002084218860976977
2023-02-23,0.002057167098407349
2023-02-24,0.002095113469751964
2023-02-25,0.0020959759703418224
2023-02-26,0.002096838470931681
2023-02-27,0.002046353031620679
2023-02-28,0.002052700390385601
2023-03-01,0.0020785200522906765
2023-03-02,0.002096332485485319
2023-03-03,0.0020248818372940614
2023-03-04,0.0020257579152549547
2023-03-05,0.0020266339932158484
2023-03-06,0.002018790766500044
2023-03-07,0.002093749697239674
2023-03-08,0.0021048536532570143
2023-03-09,0.0021773933840741966
2023-03-10,0.0022643600620757356
2023-03-11,0.0022649325583461596
2023-03-12,0.002265505054616584
2023-03-13,0.0023670718223463543
2023-03-14,0.0022974367675587253
2023-03-15,0.0025092761909199456
2023-03-16,0.00251387249739668
2023-03-17,0.00255397752415659
2023-03-18,0.0025541164809724116
2023-03-19,0.002554255437788234
2023-03-20,0.002516103129633785
2023-03-21,0.0024492534440825864
2023-03-22,0.002490513090626603
2023-03-23,0.0024856298526563445
2023-03-24,0.002560869547141592
2023-03-25,0.0025608961691750724
2023-03-26,0.0025609227912085533
2023-03-27,0.002520647082375755
2023-03-28,0.0025111705480156546
2023-03-29,0.0024768273437460507
2023-03-30,0.0024376549820055715
2023-03-31,0.0024331738879792833
2023-04-01,0.002433364323564488
2023-04-02,0.002433554759149693
2023-04-03,0.002406146312185666
2023-04-04,0.0023903011955528895
2023-04-05,0.002409976187384426
2023-04-06,0.0023675750018033776
2023-04-07,0.0023680969742082727
2023-04-08,0.0023686189466131688
2023-04-09,0.0023691409190180635
2023-04-10,0.002379338575630056
2023-04-11,0.0023627481329387325
2023-04-12,0.002358817493397417
2023-04-13,0.002333921994706002
2023-04-14,0.002298621944264491
2023-04-15,0.002299223198400703
2023-04-16,0.0022998244525369153
2023-04-17,0.002362390746322332
2023-04-18,0.002331768554389852
2023-04-19,0.0023405226339179262
2023-04-20,0.0023859056423704964
2023-04-21,0.002389433488505969
2023-04-22,0.0023901921302797
2023-04-23,0.0023909507720534305
2023-04-24,0.002358282132146109
2023-04-25,0.002488415368185123
2023-04-26,0.0024576966472845247
2023-04-27,0.0023769822095778778
2023-04-28,0.002399221212697696
2023-04-29,0.0023999816717762646
2023-04-30,0.0024007421308548335
2023-05-01,0.0024239813942788244
2023-05-02,0.0024679933418879957
2023-05-03,0.0025424579697522873
2023-05-04,0.002539873151545738
2023-05-05,0.00241799862961826
2023-05-06,0.0024187865296078368
2023-05-07,0.002419574429597413
2023-05-08,0.002424383924463489
2023-05-09,0.0024214529363644098
2023-05-10,0.0024598815348897234
2023-05-11,0.002499236342117095
2023-05-12,0.002471109061526711
2023-05-13,0.0024719145479218797
2023-05-14,0.002472720034317048
2023-05-15,0.002441681319104111
2023-05-16,0.0024784935160309016
2023-05-17,0.00240162301274216
2023-05-18,0.002525115180937808
2023-05-19,0.002528791183622638
2023-05-20,0.0025292971547975834
2023-05-21,0.002529803125972525
2023-05-22,0.002503794685392358
2023-05-23,0.002543339147648499
2023-05-24,0.00258829059795594
2023-05-25,0.002570464415745824
2023-05-26,0.0025668956240196316
2023-05-27,0.002567361381194443
2023-05-28,0.002567827138369255
2023-05-29,0.0025682928955440667
2023-05-30,0.0026162249501139926
2023-05-31,0.002672801136841479
2023-06-01,0.0026461750104248487
2023-06-02,0.002577719861304105
2023-06-03,0.002578173305927585
2023-06-04,0.0025786267505510654
2023-06-05,0.002603104444258716
2023-06-06,0.0025867246883984705
2023-06-07,0.002571113469749753
2023-06-08,0.0025439529072573
2023-06-09,0.0025943357852112135
2023-06-10,0.0025947366792339476
2023-06-11,0.0025951375732566812
2023-06-12,0.002577032888736304
2023-06-13,0.0025642868550840073
2023-06-14,0.0025389108719120986
2023-06-15,0.0025457242919206544
2023-06-16,0.0025491278234963037
2023-06-17,0.0025496169899678098
2023-06-18,0.0025501061564393163
2023-06-19,0.0025505953229108223
2023-06-20,0.0025425980290270695
2023-06-21,0.002528104490428622
2023-06-22,0.0025876674086975486
2023-06-23,0.002640884250254766
2023-06-24,0.002641283567438003
2023-06-25,0.0026416828846212406
2023-06-26,0.0026107356791432806
2023-06-27,0.002572540676028173
2023-06-28,0.002576627160319692
2023-06-29,0.00253985140903662
2023-06-30,0.0024866537837426195
2023-07-01,0.0024873034494585825
2023-07-02,0.002487953115174544
2023-07-03,0.0024539830117136646
2023-07-04,0.0024546756551334383
2023-07-05,0.0025391735329656135
2023-07-06,0.0026504738866260803
2023-07-07,0.0026175877928453417
2023-07-08,0.002618060791177665
2023-07-09,0.0026185337895099875
2023-07-10,0.0026190067878423097
